-BEGIN HEADER-,,,,,,,,,,,
22.64391,120.60001,2015,143,29.07,4.19,89.87,22.89,25.89,23.92,4.42,24.69
22.64391,120.60001,2015,144,39.95,4.51,91.63,23.35,25.95,24.07,3.58,24.84
22.64391,120.60001,2015,145,78.47,4.08,91.9,23.59,26.29,23.88,5.04,25.03
22.64391,120.60001,2015,146,32.41,2.62,89.31,22.45,25.69,23.23,3.61,24.34
22.64391,120.60001,2015,147,4.55,2.46,86.73,22.43,26.87,22.63,15.21,24.84
22.64391,120.60001,2015,148,13.97,3.29,89.06,23.59,27.2,24.23,17.5,25.59
22.64391,120.60001,2015,149,17.68,3.21,90.3,24.26,27.78,24.79,19.77,26.03
22.64391,120.60001,2015,150,8.87,3.74,88.38,24.08,28.18,24.51,21,26.19
22.64391,120.60001,2015,151,7.21,2.54,87.31,23.53,28.02,24.52,16.4,25.86
22.64391,120.60001,2015,152,0.58,1.76,81.57,22.72,29.01,24.17,23.76,26.21
22.64391,120.60001,2015,153,0.96,2.45,83.43,23.21,29.29,23.67,25.16,26.3
22.64391,120.60001,2015,154,0.82,2.71,83.11,23.35,28.99,24.14,24.38,26.5
22.64391,120.60001,2015,155,0.82,2.11,82.76,23.27,29.43,24.29,23.87,26.48
22.64391,120.60001,2015,156,0.35,2.76,83.33,23.16,29.21,23.5,23.44,26.29
22.64391,120.60001,2015,157,0.92,1.96,82.31,23.32,29.34,24.69,16.22,26.63
22.64391,120.60001,2015,158,0.25,1.95,77.1,22.37,30.02,23.97,25.29,26.77
22.64391,120.60001,2015,159,0.01,2.12,75.85,21.8,30.02,23.22,25.18,26.5
22.64391,120.60001,2015,160,0.24,2.71,81.51,23.4,30.22,23.73,25,26.91
22.64391,120.60001,2015,161,0.57,2.73,84.13,24.2,29.64,25.06,25.86,27.16
22.64391,120.60001,2015,162,1.18,3.07,82.48,23.68,29.75,25.06,25.56,27.01
22.64391,120.60001,2015,163,2.15,1.92,71.76,21.95,30.86,24.67,24.74,27.62
22.64391,120.60001,2015,164,1.04,2.41,78.26,23.15,30.43,24.45,25.53,27.36
22.64391,120.60001,2015,165,0.69,2.86,78.91,23.14,30.29,24.57,24.2,27.16
22.64391,120.60001,2015,166,0.14,2.55,76.25,22.76,30.86,24.57,25.3,27.37
22.64391,120.60001,2015,167,0.03,2.48,76.49,22.63,30.74,24.34,24.62,27.2
22.64391,120.60001,2015,168,0.1,2.62,78.98,23.16,30.76,24,26.03,27.23
22.64391,120.60001,2015,169,0.1,3.1,77.79,23.2,31.08,24.38,25.38,27.5
22.64391,120.60001,2015,170,0.7,2.41,77.1,23.21,30.95,25.31,25.38,27.66
22.64391,120.60001,2015,171,0.45,2.06,76.43,23.24,31.36,24.76,24.68,27.86
22.64391,120.60001,2015,172,3.13,3.39,75.75,23.23,31.65,25.09,24.91,27.97
22.64391,120.60001,2015,173,6.38,3.92,77.49,23.11,30.66,25.22,19.47,27.46
22.64391,120.60001,2015,174,29.84,3.57,86.6,24.11,28.35,25.27,15.49,26.58
22.64391,120.60001,2015,175,8.16,3.14,85,24.11,28.97,25.13,22.86,26.89
22.64391,120.60001,2015,176,2.87,3.43,84.71,24.33,29.39,25.09,23.36,27.17
22.64391,120.60001,2015,177,0.98,3.48,84.3,24.47,29.62,25.63,23.98,27.4
22.64391,120.60001,2015,178,0.98,3.66,83.6,24.45,29.78,25.57,25.69,27.51
22.64391,120.60001,2015,179,0.42,3.39,83.47,23.93,28.94,24.97,23.09,27.02
22.64391,120.60001,2015,180,0.28,3.25,81.69,23.73,29.97,24.5,22.75,27.21
22.64391,120.60001,2015,181,0.8,4.26,81.72,24.36,30.65,25.55,22.35,27.81
22.64391,120.60001,2015,182,1.52,4.6,81.84,24.55,30.7,25.86,17.71,27.97
22.64391,120.60001,2015,183,1.52,4.03,80.9,24.22,30.66,25.87,23.18,27.83
22.64391,120.60001,2015,184,0.21,2.72,77.83,23.78,31.25,25.2,24.33,28.07
22.64391,120.60001,2015,185,0.96,1.06,72.43,23.23,32.36,25.19,24.09,28.77
22.64391,120.60001,2015,186,7.89,1.74,79.02,24.35,31.29,26.5,18.1,28.39
22.64391,120.60001,2015,187,14.02,2.86,79.61,24.12,30.64,26.14,14.79,28.01
22.64391,120.60001,2015,188,18.83,5.23,79.08,23.47,30.63,25.56,7.08,27.45
22.64391,120.60001,2015,189,63.86,6.51,86.47,24.38,28.47,25.75,5.06,26.85
22.64391,120.60001,2015,190,10.64,2.43,85.16,24.26,29.52,25.47,21.35,26.98
22.64391,120.60001,2015,191,5.05,5.28,86.42,24.51,29.6,25.44,20.29,26.99
22.64391,120.60001,2015,192,3.78,6.86,86.42,24.05,28.18,25.43,19.79,26.53
22.64391,120.60001,2015,193,2.31,4.32,86.72,24.09,28.17,25.32,19.35,26.52
22.64391,120.60001,2015,194,18.99,3.01,86.79,24.13,28.69,25.07,23.77,26.55
22.64391,120.60001,2015,195,5.53,2.04,83.47,23.78,29.49,24.9,22.65,26.85
22.64391,120.60001,2015,196,4.02,3.16,83.97,23.86,29.64,24.69,22.96,26.84
22.64391,120.60001,2015,197,5.62,2.74,85.59,24.5,29.87,25.08,21.25,27.15
22.64391,120.60001,2015,198,3.13,1.75,83.47,24.21,29.74,25.39,23.21,27.28
22.64391,120.60001,2015,199,13.21,3.51,83.03,24.32,30.52,25.48,16.29,27.49
22.64391,120.60001,2015,200,47.89,6.53,87.64,23.57,27.3,24.89,9.27,25.8
22.64391,120.60001,2015,201,17,5.39,85.84,23.26,27.72,24.39,9.04,25.84
22.64391,120.60001,2015,202,2.35,3.99,83.71,23.04,28.69,24.16,23.32,26.08
22.64391,120.60001,2015,203,10.15,3.26,85.87,22.99,28.02,23.79,19.19,25.59
22.64391,120.60001,2015,204,1.5,2.37,81.86,22.72,29.33,23.68,19.01,26.1
22.64391,120.60001,2015,205,0.45,2.11,78.91,21.76,28.91,22.99,23.22,25.8
22.64391,120.60001,2015,206,0.95,2.69,81.47,22.81,29.58,23.44,23.49,26.34
22.64391,120.60001,2015,207,1.45,2.88,82.79,23.46,29.41,24.46,23.95,26.67
22.64391,120.60001,2015,208,10.26,2.22,84.55,23.09,28.09,24.24,24.23,25.95
22.64391,120.60001,2015,209,5.16,1.83,82.31,22.31,27.92,23.71,19.18,25.58
22.64391,120.60001,2015,210,0.5,1.34,80.07,21.64,27.87,23.41,24.46,25.42
22.64391,120.60001,2015,211,0.17,1.74,76.38,21.64,29.81,22.9,25.19,26.23
22.64391,120.60001,2015,212,0.02,1.44,74.54,21.75,30.49,23.8,25.85,26.72
22.64391,120.60001,2015,213,0.04,1.08,76.14,22.35,30.46,23.71,25.58,26.96
22.64391,120.60001,2015,214,0.18,1.55,75.48,22.37,30.69,23.75,24.57,27.15
22.64391,120.60001,2015,215,0.2,1.2,75.52,22.58,30.65,24.61,24.07,27.33
22.64391,120.60001,2015,216,0.68,0.9,77.79,22.87,30.29,24.89,24.36,27.1
22.64391,120.60001,2015,217,3.07,0.97,77.85,22.35,29.77,24.5,22.7,26.55
22.64391,120.60001,2015,218,0.74,1.81,75.77,22.55,30.56,24.02,23.09,27.3
22.64391,120.60001,2015,219,15,5.18,76.07,23.49,32.21,25.12,18.3,28.21
22.64391,120.60001,2015,220,113.08,14.74,88.64,24.04,26.53,25.69,1.55,26.08
22.64391,120.60001,2015,221,18.9,5.92,90.35,24.91,28.05,25.54,12.85,26.65
22.64391,120.60001,2015,222,3.37,3.03,84.77,23.79,29.12,24.66,22.4,26.62
22.64391,120.60001,2015,223,0.9,2.49,83.7,23.55,29.35,24.28,24.81,26.6
22.64391,120.60001,2015,224,6.57,3.04,88.13,24.22,28.39,24.78,23.15,26.39
22.64391,120.60001,2015,225,5.13,3.06,87.83,23.97,28.1,24.82,14.94,26.18
22.64391,120.60001,2015,226,6.89,3.03,86.82,23.44,27.96,24.39,22.83,25.84
22.64391,120.60001,2015,227,9.84,2.43,88.11,23.48,27.14,24.31,21.23,25.65
22.64391,120.60001,2015,228,7.79,3.08,85.69,23.41,28.41,24.06,20,26.07
22.64391,120.60001,2015,229,9.72,2.27,85.73,23.48,27.97,24.35,8.63,26.14
22.64391,120.60001,2015,230,4.26,1.16,83.7,23.4,28.67,24.92,16.49,26.44
22.64391,120.60001,2015,231,1.9,0.84,82.27,23.59,29.55,24.86,19.07,26.9
22.64391,120.60001,2015,232,2.85,1.97,81.04,24,31.32,24.92,18.61,27.62
22.64391,120.60001,2015,233,10.64,4.64,76.53,23.46,31.4,25.19,15.62,28.03
22.64391,120.60001,2015,234,19.09,3.86,79.54,23.96,30.61,25.51,9.97,27.88
22.64391,120.60001,2015,235,8.77,5.81,89.45,25.19,28.88,25.69,14.31,27.1
22.64391,120.60001,2015,236,15,4.49,87.72,24.12,27.73,24.94,16.15,26.35
22.64391,120.60001,2015,237,11.36,4.42,87.13,24.43,28.87,25.43,15.76,26.78
22.64391,120.60001,2015,238,32.39,2.62,89.25,23.64,26.69,24.72,15.05,25.56
22.64391,120.60001,2015,239,25.68,3.35,90.29,23.65,26.8,24.35,7.76,25.39
22.64391,120.60001,2015,240,10.88,2.79,88.11,22.84,26.69,23.72,3.26,25.01
22.64391,120.60001,2015,241,31.73,4.18,86.81,22.67,26.61,23.69,3.58,25.06
22.64391,120.60001,2015,242,20.88,3.74,88.84,23.05,26.36,24.11,3.19,25.06
22.64391,120.60001,2015,243,17.66,2.06,88.27,22.64,26.17,23.56,4.12,24.79
22.64391,120.60001,2015,244,3.15,1.66,86.22,22.47,27.01,23.29,19.33,25.06
22.64391,120.60001,2015,245,3.54,1.21,84.94,22.85,27.77,23.73,22.32,25.64
22.64391,120.60001,2015,246,2.14,1.51,81.58,22.96,29.52,23.91,19.41,26.43
22.64391,120.60001,2015,247,1.38,1.02,82.66,23.29,29.38,24.36,21.83,26.51
22.64391,120.60001,2015,248,1.26,1.73,84.94,23.41,28.48,24.34,22.09,26.17
22.64391,120.60001,2015,249,4.42,3.11,87.24,23.88,28.8,23.98,22.76,26.23
22.64391,120.60001,2015,250,21.75,1.74,89.49,23.95,27.59,24.54,4.2,25.86
22.64391,120.60001,2015,251,7.71,1.42,83.99,22.78,27.75,24.28,9.84,25.71
22.64391,120.60001,2015,252,1.81,1.29,83.17,22.44,28.15,23.86,17.63,25.53
22.64391,120.60001,2015,253,0.86,1.1,79.18,21.18,27.47,23.27,22.14,25.06
22.64391,120.60001,2015,254,0.21,1.28,78.84,20.84,27.64,23.11,20.98,24.79
22.64391,120.60001,2015,255,0.44,1.3,78.45,20.97,27.86,22.87,22.05,25.01
22.64391,120.60001,2015,256,0.27,3.22,76.82,20.89,28.45,22.89,22.51,25.3
22.64391,120.60001,2015,257,1.67,2.96,80.32,21.87,29.12,22.03,19.43,25.63
22.64391,120.60001,2015,258,0.36,1.41,81.07,22.69,29.13,23.75,22.82,26.24
22.64391,120.60001,2015,259,1.91,0.8,80.6,22.62,29.32,24.03,19.66,26.25
22.64391,120.60001,2015,260,1.19,0.81,84.8,22.81,28.17,23.59,18.07,25.57
22.64391,120.60001,2015,261,0.36,1.36,76.7,21.29,28.47,23.67,18.25,25.72
22.64391,120.60001,2015,262,0.14,0.96,76.02,20.64,28.25,22.97,18.28,25.19
22.64391,120.60001,2015,263,0.37,1.37,79.34,21.57,28.93,23.2,15.24,25.43
22.64391,120.60001,2015,264,5.93,1.65,81.44,22.28,28.9,23.3,15.17,25.72
22.64391,120.60001,2015,265,1.93,0.98,81.8,22.7,29.08,23.87,19.84,26.07
22.64391,120.60001,2015,266,0.25,1.46,80.37,22.66,29.7,23.74,19.71,26.33
22.64391,120.60001,2015,267,1.45,1.63,82.58,23.3,29.9,23.63,20.81,26.59
22.64391,120.60001,2015,268,2.94,1.14,84.37,23.43,28.69,24.67,14.98,26.3
22.64391,120.60001,2015,269,3.35,1.59,82.95,22.82,28.64,24.16,16.43,25.95
22.64391,120.60001,2015,270,1.45,2.1,82.74,21.93,28.26,23.17,14.25,25.09
22.64391,120.60001,2015,271,50.79,7.72,90.79,23.21,26.07,23.17,3.7,24.86
22.64391,120.60001,2015,272,45.99,6.42,88.93,23.53,27.01,24.47,6.1,25.52
22.64391,120.60001,2015,273,5.05,3.15,87.68,23.52,28.04,24.42,15.49,25.77
22.64391,120.60001,2015,274,0.65,2.06,82.5,23.05,29.44,23.76,20.64,26.31
22.64391,120.60001,2015,275,1.23,2.94,84.22,22.5,27.23,23.98,16.23,25.41
22.64391,120.60001,2015,276,1.67,3.67,84.01,22.98,28.96,23.64,19.39,25.95
22.64391,120.60001,2015,277,0.46,2.47,80.14,22.58,29.75,23.75,18.74,26.33
22.64391,120.60001,2015,278,0.35,1.53,80.31,22.67,29.79,23.91,20.3,26.39
22.64391,120.60001,2015,279,0.91,1.83,83.54,22.82,28.25,24.38,16.27,25.84
22.64391,120.60001,2015,280,0.46,1.14,84.4,22.15,26.99,23.66,17.45,25
22.64391,120.60001,2015,281,4.91,2.14,82.74,21.83,27.89,22.72,18.81,25.03
22.64391,120.60001,2015,282,7.68,2.03,84.08,22.26,27.78,23.44,14.62,25.18
22.64391,120.60001,2015,283,6.18,1.43,82.88,21.54,27.38,22.98,15.99,24.68
22.64391,120.60001,2015,284,1.84,2.71,78.91,20.52,27.4,22.52,16.48,24.45
22.64391,120.60001,2015,285,0.91,3.48,76.94,19.3,25.84,21.89,13.54,23.61
22.64391,120.60001,2015,286,0.2,3.03,75.93,19.05,27.21,20.82,11.87,23.59
22.64391,120.60001,2015,287,0.62,2.03,75.65,18.94,27.16,20.93,17.58,23.53
22.64391,120.60001,2015,288,0.63,1.68,75.84,19.08,27.3,21.03,18.74,23.63
22.64391,120.60001,2015,289,0.11,3.19,74.57,19.46,28.53,21.39,17.17,24.32
22.64391,120.60001,2015,290,0.08,4.11,71.55,18.63,28.24,20.68,17.21,24.17
22.64391,120.60001,2015,291,2.19,4.63,79.94,21.23,28.78,21.99,13.12,25.01
22.64391,120.60001,2015,292,2.07,5.34,80.42,21.15,27.38,23.07,10.63,24.78
22.64391,120.60001,2015,293,10.3,5.01,82.69,21.67,27.93,22.89,4.09,24.86
22.64391,120.60001,2015,294,9.18,4.96,79.21,20.69,27.07,22.92,6.24,24.58
22.64391,120.60001,2015,295,1.53,2.92,74.47,19.85,28.27,22.15,10.08,24.79
22.64391,120.60001,2015,296,0.72,1.26,83.8,21.58,27.47,22.31,14.47,24.53
22.64391,120.60001,2015,297,0.94,0.98,85.79,22.45,27.9,23.27,14.32,25.02
22.64391,120.60001,2015,298,0.81,2.26,82.31,21.95,28.42,23.18,12.1,25.21
22.64391,120.60001,2015,299,0.14,1.57,78.9,20.38,27.46,22.39,11.41,24.3
22.64391,120.60001,2015,300,0.02,1.04,77.37,19.96,27.56,21.88,15.39,24.21
22.64391,120.60001,2015,301,0.39,1.75,77.97,20.38,27.99,21.83,16.99,24.52
22.64391,120.60001,2015,302,0.62,1.62,79.86,20.75,27.59,22.64,16.47,24.47
22.64391,120.60001,2015,303,0.26,1.4,78.84,20.57,27.75,21.95,16.86,24.52
22.64391,120.60001,2015,304,3.44,2.46,80.48,20.66,27.43,22.32,15.21,24.25
22.64391,120.60001,2015,305,3.51,1.51,82.62,20.68,27.15,22.2,13.63,23.84
22.64391,120.60001,2015,306,2.04,2.41,81.9,20.27,26.86,21.45,11.78,23.58
22.64391,120.60001,2015,307,0.87,2.8,78.81,20.14,27.78,21.3,16.07,24.13
22.64391,120.60001,2015,308,3.31,1.24,82.6,21.76,28.06,23.06,16.9,24.97
22.64391,120.60001,2015,309,0.61,1.77,81.9,21.69,28.2,22.88,13.31,25.05
22.64391,120.60001,2015,310,0.42,2.71,79.81,21.39,28.82,22.49,17.13,25.19
22.64391,120.60001,2015,311,0.13,1.92,79.26,21.34,29.01,22.47,17.29,25.23
22.64391,120.60001,2015,312,0.08,1.51,78.5,21.41,29.22,22.84,17.1,25.48
22.64391,120.60001,2015,313,0.56,1.02,77.08,21.27,29,23.42,17.01,25.62
22.64391,120.60001,2015,314,2.34,3.6,77.49,19.97,27.49,21.83,13.94,24.19
22.64391,120.60001,2015,315,0.5,3.28,76.39,19.32,27.76,20.92,11.75,23.77
22.64391,120.60001,2015,316,0.83,2.6,79.86,20.69,28.18,21.71,14.56,24.46
22.64391,120.60001,2015,317,0.61,1.43,79.82,20.85,28.05,22.56,16.58,24.61
22.64391,120.60001,2015,318,1.69,1.39,79.22,20.67,27.88,21.96,14.6,24.56
22.64391,120.60001,2015,319,1.93,1.95,82.27,21.33,27.06,22.88,14.46,24.59
22.64391,120.60001,2015,320,0.06,2.34,76.08,20.31,28.83,21.96,16.44,24.88
22.64391,120.60001,2015,321,0.08,2.7,77.75,21.07,29.16,22.53,16.7,25.29
22.64391,120.60001,2015,322,0.11,1.54,78.25,21.22,29.49,22.38,16.8,25.36
22.64391,120.60001,2015,323,1.51,1.69,79.74,21.38,28.43,23.19,12.25,25.17
22.64391,120.60001,2015,324,8.06,2.83,80.84,21.34,27.87,23.2,13.29,24.89
22.64391,120.60001,2015,325,3.9,3.45,78.24,20.65,27.85,22.83,10.4,24.73
22.64391,120.60001,2015,326,0.32,2.42,73.52,19.51,28.04,22.25,15.94,24.6
22.64391,120.60001,2015,327,0.48,1.91,76.23,20.09,28.29,22.22,15.91,24.59
22.64391,120.60001,2015,328,0.13,2.42,74.7,19.09,27.59,21.28,12.8,23.91
22.64391,120.60001,2015,329,1.67,2.04,78.62,18.93,26.19,20.65,15.18,22.89
22.64391,120.60001,2015,330,0.75,3.68,74.14,14.75,22.2,16.3,10.61,19.61
22.64391,120.60001,2015,331,0.07,3.91,73.01,13.03,21.23,15.11,13.06,18.06
22.64391,120.60001,2015,332,0.21,2.72,72.19,15.84,25.14,17.93,13.62,21.14
22.64391,120.60001,2015,333,0.41,1.2,75.12,18.04,26.46,20.32,13.75,22.75
22.64391,120.60001,2015,334,0.39,1.13,75.08,18.09,26.43,20.34,14.47,22.79
22.64391,120.60001,2015,335,0.29,1.09,72.41,17.3,26.65,19.46,14.11,22.6
22.64391,120.60001,2015,336,0.08,1.95,67.35,15.9,27.08,19.26,15.35,22.46
22.64391,120.60001,2015,337,0.63,2.94,75.03,17.35,25.33,19.31,11.89,22.05
22.64391,120.60001,2015,338,0.85,4.18,71.17,15.59,25.09,18.15,12.77,21.06
22.64391,120.60001,2015,339,3.51,4.15,79.96,18.35,26,18.87,8.49,22.09
22.64391,120.60001,2015,340,3.39,1.51,80.97,19.06,26.77,20.09,10.43,22.56
22.64391,120.60001,2015,341,2.12,2.76,77.83,17.13,24.08,19.19,7.8,21.18
22.64391,120.60001,2015,342,0.84,4.84,75.13,17.19,25.95,19.33,13.38,21.85
22.64391,120.60001,2015,343,11.83,5.61,81.59,19.21,26.09,19.7,6.97,22.66
22.64391,120.60001,2015,344,15.31,3.65,89.02,19.97,23.87,18.65,7.06,21.98
22.64391,120.60001,2015,345,2.59,2.11,77.6,16.79,24.93,18.03,13.76,20.91
22.64391,120.60001,2015,346,1.2,2.09,75.48,17.01,25.53,18.42,11.16,21.6
22.64391,120.60001,2015,347,1.72,2.11,77.54,18.26,26.62,19.57,14.3,22.48
22.64391,120.60001,2015,348,0.78,1.3,77.57,18.93,27.7,20.1,14.45,23.16
22.64391,120.60001,2015,349,0.42,2.34,77.67,17.52,25.89,18.55,11.65,21.64
22.64391,120.60001,2015,350,3.18,3.29,78.41,14.36,20.83,15.63,7.65,18.26
22.64391,120.60001,2015,351,1.62,3.27,75.95,11.22,17.56,13.69,11.77,15.53
22.64391,120.60001,2015,352,0.06,2.91,73.36,11.83,21,13.02,14.37,16.76
22.64391,120.60001,2015,353,0.09,3.91,72.67,14.06,23.45,15.75,15.06,19.19
22.64391,120.60001,2015,354,0.13,2.76,71.84,15.12,24.01,17.24,7.27,20.43
22.64391,120.60001,2015,355,0.55,2.52,75.9,17.53,25.69,19.64,14.33,22.04
22.64391,120.60001,2015,356,0.14,2.7,78.4,18.86,26.96,19.98,14.12,22.86
22.64391,120.60001,2015,357,0.05,1.58,79.52,19.29,27.1,20.37,13.95,23.1
22.64391,120.60001,2015,358,0.5,1.88,83.5,19.84,26.75,20.37,12.96,22.83
22.64391,120.60001,2015,359,0.68,1.92,81.23,18.3,26.11,18.8,10,21.71
